T900004,S001,UNKNOWN,P008,1,390000.0,390000.0,2026-08-06 17:27:00,20260806,sales_2026_08_06.csv
T900005,S004,C020,P009,2,45000.0,90000.0,2026-08-06 08:05:00,20260806,sales_2026_08_06.csv
T900006,S001,C014,P018,1,25000.0,25000.0,2026-08-06 11:32:00,20260806,sales_2026_08_06.csv
T900007,S005,C037,P027,4,18000.0,72000.0,2026-08-06 16:12:00,20260806,sales_2026_08_06.csv
T900008,S004,C025,P022,3,18000.0,54000.0,2026-08-06 11:28:00,20260806,sales_2026_08_06.csv
T900009,S002,C096,P009,2,45000.0,90000.0,2026-08-06 08:48:00,20260806,sales_2026_08_06.csv
T900010,S005,C018,P012,3,12000.0,36000.0,2026-08-06 19:27:00,20260806,sales_2026_08_06.csv
T900011,S005,C016,P023,2,22000.0,44000.0,2026-08-06 12:09:00,20260806,sales_2026_08_06.csv
T900012,S005,C010,P013,1,35000.0,35000.0,2026-08-06 13:06:00,20260806,sales_2026_08_06.csv
T900013,S004,C068,P022,3,18000.0,54000.0,2026-08-06 14:06:00,20260806,sales_2026_08_06.csv
T900014,S003,C004,P018,3,25000.0,75000.0,2026-08-06 13:38:00,20260806,sales_2026_08_06.csv
T900015,S001,C045,P022,4,18000.0,72000.0,2026-08-06 08:46:00,20260806,sales_2026_08_06.csv
T900016,S001,C089,P012,4,12000.0,48000.0,2026-08-06 16:07:00,20260806,sales_2026_08_06.csv
T900017,S002,C058,P009,3,45000.0,135000.0,2026-08-06 09:35:00,20260806,sales_2026_08_06.csv
T900018,S004,C091,P028,3,28000.0,84000.0,2026-08-06 18:39:00,20260806,sales_2026_08_06.csv
T900019,S004,C050,P007,1,165000.0,165000.0,2026-08-06 17:12:00,20260806,sales_2026_08_06.csv
T900020,S004,C021,P029,2,32000.0,64000.0,2026-08-06 08:42:00,20260806,sales_2026_08_06.csv
T900021,S001,C035,P030,2,50000.0,100000.0,2026-08-06 12:05:00,20260806,sales_2026_08_06.csv
T900022,S004,C019,P014,3,7000.0,21000.0,2026-08-06 09:24:00,20260806,sales_2026_08_06.csv
T900023,S002,C063,P004,3,25000.0,75000.0,2026-08-06 15:40:00,20260806,sales_2026_08_06.csv
T900024,S004,C060,P018,3,25000.0,75000.0,2026-08-06 10:23:00,20260806,sales_2026_08_06.csv
T900025,S005,C007,P016,3,95000.0,285000.0,2026-08-06 11:42:00,20260806,sales_2026_08_06.csv
T900026,S001,C006,P002,1,520000.0,520000.0,2026-08-06 19:59:00,20260806,sales_2026_08_06.csv
T900027,S004,C060,P004,2,25000.0,50000.0,2026-08-06 17:40:00,20260806,sales_2026_08_06.csv
T900028,S001,C051,P003,2,15000.0,30000.0,2026-08-06 16:46:00,20260806,sales_2026_08_06.csv
T900029,S001,C041,P025,4,210000.0,840000.0,2026-08-06 10:29:00,20260806,sales_2026_08_06.csv
T900030,S004,C003,P001,2,450000.0,900000.0,2026-08-06 12:59:00,20260806,sales_2026_08_06.csv
T900031,S002,C018,P029,1,32000.0,32000.0,2026-08-06 18:20:00,20260806,sales_2026_08_06.csv
T900032,S005,C025,P005,1,120000.0,120000.0,2026-08-06 11:52:00,20260806,sales_2026_08_06.csv
T900033,S004,C022,P029,3,32000.0,96000.0,2026-08-06 13:25:00,20260806,sales_2026_08_06.csv
T900034,S005,C061,P021,3,10000.0,30000.0,2026-08-06 09:13:00,20260806,sales_2026_08_06.csv
T900035,S005,C036,P026,4,30000.0,120000.0,2026-08-06 11:41:00,20260806,sales_2026_08_06.csv
T900036,S005,C071,P029,4,32000.0,128000.0,2026-08-06 14:56:00,20260806,sales_2026_08_06.csv
T900037,S003,C050,P018,2,25000.0,50000.0,2026-08-06 10:16:00,20260806,sales_2026_08_06.csv
T900038,S003,C013,P016,3,95000.0,285000.0,2026-08-06 11:47:00,20260806,sales_2026_08_06.csv
T900039,S005,C034,P028,4,28000.0,112000.0,2026-08-06 19:37:00,20260806,sales_2026_08_06.csv
T900040,S005,C078,P023,3,22000.0,66000.0,2026-08-06 17:25:00,20260806,sales_2026_08_06.csv
T900041,S001,C048,P008,4,390000.0,1560000.0,2026-08-06 11:08:00,20260806,sales_2026_08_06.csv
T900042,S002,C082,P009,1,45000.0,45000.0,2026-08-06 09:48:00,20260806,sales_2026_08_06.csv
T900043,S002,C077,P028,2,28000.0,56000.0,2026-08-06 09:09:00,20260806,sales_2026_08_06.csv
T900044,S002,C089,P022,1,18000.0,18000.0,2026-08-06 18:27:00,20260806,sales_2026_08_06.csv
T900045,S004,C061,P012,4,12000.0,48000.0,2026-08-06 14:24:00,20260806,sales_2026_08_06.csv
T900046,S003,C065,P009,1,45000.0,45000.0,2026-08-06 16:16:00,20260806,sales_2026_08_06.csv
T900047,S003,C040,P029,1,32000.0,32000.0,2026-08-06 18:46:00,20260806,sales_2026_08_06.csv
T900048,S005,C015,P003,3,15000.0,45000.0,2026-08-06 18:56:00,20260806,sales_2026_08_06.csv
T900049,S001,C060,P021,1,10000.0,10000.0,2026-08-06 18:21:00,20260806,sales_2026_08_06.csv
T900050,S002,C033,P028,2,28000.0,56000.0,2026-08-06 12:27:00,20260806,sales_2026_08_06.csv
T900051,S001,C082,P018,3,25000.0,75000.0,2026-08-06 15:00:00,20260806,sales_2026_08_06.csv
T900052,S002,C097,P015,2,30000.0,60000.0,2026-08-06 16:48:00,20260806,sales_2026_08_06.csv
T900053,S004,C053,P001,1,450000.0,450000.0,2026-08-06 16:58:00,20260806,sales_2026_08_06.csv
T900054,S005,C062,P005,2,120000.0,240000.0,2026-08-06 18:19:00,20260806,sales_2026_08_06.csv
T900055,S004,C058,P005,2,120000.0,240000.0,2026-08-06 10:23:00,20260806,sales_2026_08_06.csv
T900056,S003,C064,P002,1,520000.0,520000.0,2026-08-06 16:49:00,20260806,sales_2026_08_06.csv
T900057,S003,C040,P018,4,25000.0,100000.0,2026-08-06 17:20:00,20260806,sales_2026_08_06.csv
T900058,S002,C094,P009,3,45000.0,135000.0,2026-08-06 08:07:00,20260806,sales_2026_08_06.csv
T900059,S005,C076,P030,1,50000.0,50000.0,2026-08-06 12:15:00,20260806,sales_2026_08_06.csv
T900060,S002,C009,P016,1,95000.0,95000.0,2026-08-06 11:56:00,20260806,sales_2026_08_06.csv
T900061,S004,C048,P015,4,30000.0,120000.0,2026-08-06 09:46:00,20260806,sales_2026_08_06.csv
T900062,S004,C007,P028,2,28000.0,56000.0,2026-08-06 09:48:00,20260806,sales_2026_08_06.csv
T900063,S003,C013,P011,4,75000.0,300000.0,2026-08-06 10:42:00,20260806,sales_2026_08_06.csv
T900064,S001,C006,P023,3,22000.0,66000.0,2026-08-06 16:10:00,20260806,sales_2026_08_06.csv
T900065,S003,C050,P009,4,45000.0,180000.0,2026-08-06 16:55:00,20260806,sales_2026_08_06.csv
T900066,S001,C078,P030,2,50000.0,100000.0,2026-08-06 11:59:00,20260806,sales_2026_08_06.csv
T900067,S001,C005,P018,4,25000.0,100000.0,2026-08-06 19:19:00,20260806,sales_2026_08_06.csv
T900068,S005,C034,P018,3,25000.0,75000.0,2026-08-06 18:41:00,20260806,sales_2026_08_06.csv
T900069,S003,C073,P013,4,35000.0,140000.0,2026-08-06 15:57:00,20260806,sales_2026_08_06.csv
T900070,S003,C078,P019,2,55000.0,110000.0,2026-08-06 09:15:00,20260806,sales_2026_08_06.csv
T900071,S004,C003,P025,1,210000.0,210000.0,2026-08-06 09:21:00,20260806,sales_2026_08_06.csv
T900072,S005,C004,P003,2,15000.0,30000.0,2026-08-06 17:35:00,20260806,sales_2026_08_06.csv
